Date,Open,High,Low,Close,Volume
05/31/2023,24.51,24.8,23.88,24.05,"42,65,226"
05/30/2023,23.35,24.69,23.3,24.57,"50,37,830"
05/26/2023,23.47,23.71,23.06,23.25,"22,61,884"
05/25/2023,23.5,23.69,22.71,23.35,"24,94,434"
05/24/2023,23.13,23.52,22.73,23.27,"19,00,997"
05/23/2023,23.89,23.9,22.8,23.16,"37,86,525"
05/22/2023,22.1,24.36,21.99,24.21,"62,51,635"
05/19/2023,22.94,22.99,21.75,22.06,"26,68,214"
05/18/2023,22.9,23.3,22.68,23.05,"21,44,412"
05/17/2023,21.99,23.25,21.9,22.87,"45,72,988"
05/16/2023,21.5,22.1,21.42,21.99,"25,00,775"
05/15/2023,20.62,21.63,20.49,21.62,"26,01,994"
05-12-2023,20.83,20.98,20.23,20.69,"20,06,061"
05-11-2023,20.69,21.16,20.51,20.88,"16,52,512"
05-10-2023,20.45,20.96,20.38,20.76,"21,39,945"
05-09-2023,20.16,20.65,20.12,20.24,"15,22,674"
05-08-2023,20.46,20.99,20.09,20.51,"24,02,799"
05-05-2023,19.62,20.88,19.51,20.42,"43,57,180"
05-04-2023,19.25,19.48,18.92,19.35,"20,41,842"
05-03-2023,18.56,19.2,18.53,18.9,"31,84,021"
05-02-2023,18.45,18.58,18.06,18.58,"19,18,257"
05-01-2023,19.16,19.25,18.46,18.55,"23,56,640"
04/28/2023,18.92,19.72,18.88,19.29,"28,36,576"
04/27/2023,18.75,19.34,18.72,18.94,"22,38,947"
04/26/2023,18.98,19.23,18.65,18.65,"22,87,611"
04/25/2023,19.74,20.04,18.91,19,"25,60,841"
04/24/2023,20.15,20.41,19.81,19.93,"27,42,391"
04/21/2023,20.2,20.62,20.1,20.49,"20,85,872"
04/20/2023,20.88,21.57,20.06,20.22,"29,77,376"
04/19/2023,21.28,21.87,20.96,21.31,"25,39,480"
04/18/2023,22.14,22.32,21.5,21.61,"27,48,702"
04/17/2023,22.27,22.68,22.14,22.28,"20,66,616"
04/14/2023,22.74,23.25,22.32,22.46,"23,12,372"
04/13/2023,22.5,22.85,22.33,22.55,"18,03,934"
04-12-2023,22.9,23.28,22.26,22.26,"21,41,141"
04-11-2023,22.57,23.17,22.42,22.69,"25,39,969"
04-10-2023,21.85,22.43,21.82,22.37,"21,76,087"
04-06-2023,22,22.67,21.77,22.4,"25,06,935"
04-05-2023,22.47,22.47,21.23,22.07,"36,38,100"
04-04-2023,22.75,23.14,22.09,22.35,"34,21,464"
04-03-2023,22.94,23.85,22.66,23.17,"42,74,492"
03/31/2023,22.35,23.07,22.15,23.02,"38,80,261"
03/30/2023,22.6,22.83,22.11,22.5,"34,77,609"
03/29/2023,23.08,23.7,22.22,22.46,"41,61,361"
03/28/2023,22.97,23.54,22.22,23.15,"57,11,651"
03/27/2023,23.99,24.01,22.69,23,"45,80,797"
03/24/2023,22.32,23.99,22.1,23.98,"87,68,674"
03/23/2023,22.57,24.59,22.13,22.58,"1,11,68,850"
03/22/2023,26.6,27,23.05,23.87,"6,67,64,648"
03/21/2023,17.15,18.35,17.14,17.65,"1,58,82,850"
03/20/2023,16.65,17.27,16.25,16.87,"44,63,676"
03/17/2023,16.62,16.72,15.92,16.6,"51,05,501"
03/16/2023,16,16.77,15.53,16.76,"40,93,282"
03/15/2023,16.5,16.69,15.7,15.95,"45,41,529"
03/14/2023,17.37,17.41,16.4,16.91,"30,77,400"
03/13/2023,16.77,17.35,16.52,16.75,"29,59,090"
03-10-2023,17.53,17.77,16.85,17.25,"28,45,500"
03-09-2023,18.07,18.38,17.48,17.52,"26,52,605"
03-08-2023,18.05,18.38,17.63,18.17,"32,77,810"
03-07-2023,18.54,18.84,18.06,18.06,"23,75,301"
03-06-2023,18.52,19.5,18.52,18.65,"28,15,336"
03-03-2023,18.19,19.1,18.1,18.7,"25,05,515"
03-02-2023,18.15,18.4,17.62,18.19,"26,27,304"
03-01-2023,18.92,19.09,18.14,18.15,"42,10,100"
02/28/2023,19.06,19.52,18.95,19.23,"33,73,826"
02/27/2023,19.61,19.7,18.89,19.1,"40,06,677"
02/24/2023,19.71,20.08,19.54,19.54,"22,77,573"
02/23/2023,20.66,20.87,19.53,20.14,"28,62,036"
02/22/2023,20.53,21.19,20.33,20.52,"21,64,879"
02/21/2023,21.33,21.83,20.63,20.66,"31,00,309"
02/17/2023,21.27,22.07,21.15,21.99,"28,50,979"
02/16/2023,21.25,22.42,20.85,21.6,"38,79,046"
02/15/2023,19.8,21.8,19.59,21.8,"71,47,319"
02/14/2023,19.31,20.01,19.1,19.87,"27,46,308"
02/13/2023,19.3,19.94,19.01,19.69,"22,99,304"
02-10-2023,19.56,20.04,19.05,19.27,"29,02,678"
02-09-2023,21.25,21.65,19.67,19.67,"44,97,399"
02-08-2023,21.43,21.55,20.61,21.1,"28,46,425"
02-07-2023,23,23.05,20.5,21.22,"90,93,668"
02-06-2023,21.88,24.88,21.77,23.86,"87,08,367"
02-03-2023,22.01,23.93,21.8,22.25,"49,35,949"
02-02-2023,22.44,24.4,22.22,22.7,"76,55,658"
02-01-2023,21.49,22.12,20.55,21.83,"45,17,191"
01/31/2023,21.41,22.05,21.3,21.87,"31,28,376"
01/30/2023,22.5,23.48,21.13,21.25,"49,50,563"
01/27/2023,19.8,23.31,19.41,22.82,"1,18,97,250"
01/26/2023,20.61,21.17,19.38,20.01,"35,19,973"
01/25/2023,20.59,20.84,19.53,20.23,"35,15,791"
01/24/2023,21.3,22.09,21,21.4,"23,81,588"
01/23/2023,19.5,22.49,19.37,21.66,"71,81,508"
01/20/2023,19.05,20.07,18.9,19.61,"35,64,322"
01/19/2023,20.44,20.45,18.82,19.04,"45,19,163"
01/18/2023,22.01,22.15,20.5,20.79,"56,32,161"
01/17/2023,20.49,21.94,20.37,21.8,"54,07,905"
01/13/2023,19.88,21.11,19.8,20.49,"54,94,405"
01-12-2023,19.04,20.63,18.34,20.63,"58,77,276"
01-11-2023,18.19,20.05,17.86,19.04,"84,05,821"
01-10-2023,16.3,18.09,16.25,17.77,"44,02,799"
01-09-2023,16.65,17.13,16.36,16.38,"35,22,596"
01-06-2023,16,16.57,15.41,16.46,"48,23,357"
01-05-2023,17.06,17.26,15.89,16.22,"60,66,158"
01-04-2023,17.25,17.93,16.9,17.32,"39,39,325"
01-03-2023,18.64,19.26,17.09,17.2,"51,35,191"
12/30/2022,17.95,18.58,17.9,18.46,"26,69,548"
12/29/2022,18.12,18.57,17.75,18.33,"34,42,757"
12/28/2022,18.29,18.7,16.98,17.92,"56,71,992"
12/27/2022,19.91,19.99,18,18.2,"42,33,045"
12/23/2022,20,20.63,19.65,20.08,"31,74,827"
12/22/2022,20.5,20.5,18.5,19.81,"53,43,087"
12/21/2022,20.4,20.9,20.18,20.56,"27,93,559"
12/20/2022,19.86,21.32,19.62,20.26,"44,78,987"
12/19/2022,20.55,20.89,19.59,19.92,"37,00,556"
12/16/2022,20.48,21.12,20.01,20.8,"93,79,717"
12/15/2022,20.74,21.44,20.24,20.58,"64,44,512"
12/14/2022,21.19,22,21.01,21.05,"46,04,808"
12/13/2022,23.55,23.7,20.83,21,"63,05,646"
12-12-2022,22.66,23.15,22.18,22.67,"37,50,805"
12-09-2022,24.59,24.59,22.59,22.63,"53,26,676"
12-08-2022,22,25,21.97,24.79,"1,02,52,000"
12-07-2022,23.4,23.61,21.97,22.26,"1,00,78,220"
12-06-2022,25.41,25.58,23.11,23.39,"76,99,321"
